,Order ID,Order Date,Ship Date,Customer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit
877,CA-2012-155306,2012-04-17,2012-04-21,George Ashbrook,United States,San Francisco,California,Paper,Xerox 1903,11.96,2,5.86
878,CA-2011-129574,2011-05-26,2011-05-29,Dean percer,United States,Murray,Utah,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5,23.23
879,CA-2014-126536,2014-10-13,2014-10-15,Neil Knudson,United States,San Francisco,California,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,1,0.44
880,CA-2014-126536,2014-10-13,2014-10-15,Neil Knudson,United States,San Francisco,California,Binders,Canvas Sectional Post Binders,101.84,5,36.92
881,CA-2013-144729,2013-10-22,2013-10-26,Joel Eaton,United States,San Diego,California,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,1.54
882,CA-2012-127019,2012-12-21,2012-12-25,Elpida Rittenbach,United States,Colorado Springs,Colorado,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.98,7,4.57
883,CA-2012-138534,2012-07-17,2012-07-19,Jessica Myrick,United States,Bakersfield,California,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.47,2,-13.8
884,CA-2012-149972,2012-09-21,2012-09-23,Cynthia Delaney,United States,Los Angeles,California,Chairs,Hon Every-Day Series Multi-Task Chairs,601.54,4,0.0
885,CA-2012-149972,2012-09-21,2012-09-23,Cynthia Delaney,United States,Los Angeles,California,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2,2.53
886,CA-2011-154599,2011-04-12,2011-04-17,Kean Nguyen,United States,Redondo Beach,California,Phones,Pyle PMP37LED,1075.09,14,94.07
887,CA-2011-154599,2011-04-12,2011-04-17,Kean Nguyen,United States,Redondo Beach,California,Phones,AT&T 1080 Corded phone,438.37,4,38.36
888,CA-2011-154599,2011-04-12,2011-04-17,Kean Nguyen,United States,Redondo Beach,California,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.09,7,6.56
889,CA-2011-154599,2011-04-12,2011-04-17,Kean Nguyen,United States,Redondo Beach,California,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.5,3,-18.15
890,US-2012-110163,2012-11-01,2012-11-04,Guy Armstrong,United States,Salem,Oregon,Art,Lumber Crayons,7.88,1,1.77
891,CA-2014-143329,2014-11-04,2014-11-09,Denise Leinenbach,United States,Las Cruces,New Mexico,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,17.38
892,CA-2012-159380,2012-05-12,2012-05-16,Cindy Stewart,United States,San Francisco,California,Paper,Xerox 1962,12.84,3,5.78
893,CA-2012-159380,2012-05-12,2012-05-16,Cindy Stewart,United States,San Francisco,California,Paper,Xerox 1953,25.68,6,11.56
894,CA-2012-148635,2012-07-25,2012-07-27,Michelle Huthwaite,United States,Seattle,Washington,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42,2,0.47
895,CA-2012-148635,2012-07-25,2012-07-27,Michelle Huthwaite,United States,Seattle,Washington,Paper,Xerox 228,12.96,2,6.22
896,CA-2012-148635,2012-07-25,2012-07-27,Michelle Huthwaite,United States,Seattle,Washington,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,56.39
897,CA-2012-148635,2012-07-25,2012-07-27,Michelle Huthwaite,United States,Seattle,Washington,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.57,2,28.08
898,CA-2013-160500,2013-05-06,2013-05-09,Darrin Martin,United States,Encinitas,California,Binders,Computer Printout Index Tabs,6.72,5,2.35
899,CA-2013-160500,2013-05-06,2013-05-09,Darrin Martin,United States,Encinitas,California,Tables,Bevis 36 x 72 Conference Tables,298.78,3,7.47
900,CA-2014-100202,2014-01-01,2014-01-06,Brian DeCherney,United States,Anaheim,California,Phones,Adtran 1202752G1,302.38,3,22.68
901,CA-2011-148915,2011-11-01,2011-11-05,Natalie DeCherney,United States,Portland,Oregon,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,5,-94.33
902,CA-2011-148915,2011-11-01,2011-11-05,Natalie DeCherney,United States,Portland,Oregon,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.98,3,54.59
903,CA-2014-110842,2014-11-12,2014-11-17,Guy Armstrong,United States,Los Angeles,California,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1,2.83
904,CA-2014-110842,2014-11-12,2014-11-17,Guy Armstrong,United States,Los Angeles,California,Paper,Xerox 201,19.44,3,9.33
905,CA-2014-110842,2014-11-12,2014-11-17,Guy Armstrong,United States,Los Angeles,California,Binders,Ibico Plastic Spiral Binding Combs,121.6,5,39.52
906,CA-2013-128594,2013-08-27,2013-08-30,Don Jones,United States,San Diego,California,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,100.2
907,US-2014-103828,2014-08-14,2014-08-14,Jay Kimmel,United States,San Francisco,California,Storage,Sterilite Officeware Hinged File Box,31.44,3,8.49
908,US-2014-103828,2014-08-14,2014-08-14,Jay Kimmel,United States,San Francisco,California,Fasteners,Staples,83.79,7,22.62
909,US-2014-103828,2014-08-14,2014-08-14,Jay Kimmel,United States,San Francisco,California,Art,Newell 345,59.52,3,15.48
910,US-2014-103828,2014-08-14,2014-08-14,Jay Kimmel,United States,San Francisco,California,Fasteners,Staples,31.92,4,9.26
911,CA-2011-148040,2011-03-22,2011-03-26,Beth Fritzler,United States,Tucson,Arizona,Paper,Xerox 1951,74.35,3,23.24
912,CA-2011-148040,2011-03-22,2011-03-26,Beth Fritzler,United States,Tucson,Arizona,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.35,3,-35.36
913,CA-2014-135167,2014-06-16,2014-06-21,Stuart Calhoun,United States,Los Angeles,California,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1,1.75
914,CA-2014-137022,2014-11-17,2014-11-23,Scott Williamson,United States,San Diego,California,Storage,Tennsco Regal Shelving Units,811.28,8,24.34
915,US-2013-167339,2013-01-21,2013-01-23,Tamara Dahlen,United States,San Diego,California,Chairs,Global Super Steno Chair,153.57,2,-5.76
916,US-2013-167339,2013-01-21,2013-01-23,Tamara Dahlen,United States,San Diego,California,Chairs,Global Ergonomic Managers Chair,1013.49,7,76.01
917,CA-2013-130799,2013-11-12,2013-11-17,Berenike Kampe,United States,San Francisco,California,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,2.23
918,CA-2013-164483,2013-01-30,2013-02-03,Jeremy Farry,United States,San Francisco,California,Binders,Heavy-Duty E-Z-D Binders,17.46,2,5.89
919,US-2013-159856,2013-10-19,2013-10-23,Emily Phan,United States,Tempe,Arizona,Chairs,Global Deluxe Steno Chair,307.92,5,-34.64
920,CA-2014-102099,2014-12-19,2014-12-20,Emily Phan,United States,Los Angeles,California,Art,Newell 327,6.63,3,1.79
921,CA-2014-102099,2014-12-19,2014-12-20,Emily Phan,United States,Los Angeles,California,Paper,Xerox 1996,12.96,2,6.22
922,CA-2014-102099,2014-12-19,2014-12-20,Emily Phan,United States,Los Angeles,California,Paper,Xerox 213,32.4,5,15.55
923,CA-2014-164049,2014-11-03,2014-11-07,Ken Heidel,United States,Seattle,Washington,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5,10.73
924,CA-2011-127586,2011-09-26,2011-09-30,Christopher Schild,United States,Seattle,Washington,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,80.63
925,CA-2014-166415,2014-02-20,2014-02-24,Max Engle,United States,Seattle,Washington,Fasteners,Rubber Band Ball,11.22,3,0.22
926,CA-2014-164329,2014-01-31,2014-01-31,Michael Moore,United States,San Francisco,California,Storage,Space Solutions Commercial Steel Shelving,129.3,2,6.47
927,CA-2012-168564,2012-08-08,2012-08-08,Thomas Thornton,United States,San Francisco,California,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.61,2,2.23
928,CA-2012-168564,2012-08-08,2012-08-08,Thomas Thornton,United States,San Francisco,California,Binders,Presstex Flexible Ring Binders,7.28,2,2.73
929,CA-2012-168564,2012-08-08,2012-08-08,Thomas Thornton,United States,San Francisco,California,Chairs,Global Ergonomic Managers Chair,144.78,1,10.86
930,US-2013-169040,2013-12-07,2013-12-13,Greg Tran,United States,Seattle,Washington,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.79,1,13.72
931,US-2013-169040,2013-12-07,2013-12-13,Greg Tran,United States,Seattle,Washington,Phones,Google Nexus 5,431.98,3,27.0
932,US-2013-169040,2013-12-07,2013-12-13,Greg Tran,United States,Seattle,Washington,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,1,16.15
933,US-2013-169040,2013-12-07,2013-12-13,Greg Tran,United States,Seattle,Washington,Binders,Ibico Plastic and Wire Spiral Binding Combs,47.21,7,15.34
934,US-2013-169040,2013-12-07,2013-12-13,Greg Tran,United States,Seattle,Washington,Paper,Xerox 1880,248.08,7,116.6
935,US-2013-169040,2013-12-07,2013-12-13,Greg Tran,United States,Seattle,Washington,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,5,89.16
936,US-2013-169040,2013-12-07,2013-12-13,Greg Tran,United States,Seattle,Washington,Binders,GBC Standard Therm-A-Bind Covers,59.81,3,19.44
937,CA-2014-126242,2014-11-20,2014-11-25,Mick Crebagga,United States,Los Angeles,California,Storage,"File Shuttle II and Handi-File, Black",305.01,9,76.25
938,CA-2014-126242,2014-11-20,2014-11-25,Mick Crebagga,United States,Los Angeles,California,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1,7.11
939,CA-2013-166443,2013-11-05,2013-11-06,Lisa Hazard,United States,San Francisco,California,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7,16.46
940,CA-2014-169859,2014-12-15,2014-12-19,Mike Pelletier,United States,San Diego,California,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,11.03
941,CA-2014-169859,2014-12-15,2014-12-19,Mike Pelletier,United States,San Diego,California,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,14,22.74
942,CA-2014-169859,2014-12-15,2014-12-19,Mike Pelletier,United States,San Diego,California,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5,20.54
943,CA-2014-134915,2014-11-13,2014-11-13,Eugene Moren,United States,Glendale,Arizona,Accessories,Memorex Micro Travel Drive 8 GB,41.6,4,13.0
944,CA-2014-134915,2014-11-13,2014-11-13,Eugene Moren,United States,Glendale,Arizona,Paper,Xerox 1978,23.12,5,8.38
945,CA-2014-134915,2014-11-13,2014-11-13,Eugene Moren,United States,Glendale,Arizona,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.89,2,9.97
946,CA-2014-134915,2014-11-13,2014-11-13,Eugene Moren,United States,Glendale,Arizona,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.57,2,-5.68
947,CA-2014-134915,2014-11-13,2014-11-13,Eugene Moren,United States,Glendale,Arizona,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7.92,2,0.69
948,CA-2014-134915,2014-11-13,2014-11-13,Eugene Moren,United States,Glendale,Arizona,Phones,Samsung Galaxy Mega 6.3,671.98,2,50.4
949,CA-2012-158456,2012-12-24,2012-12-29,Kean Takahito,United States,Los Angeles,California,Binders,Avery Hole Reinforcements,19.94,4,7.23
950,CA-2012-158456,2012-12-24,2012-12-29,Kean Takahito,United States,Los Angeles,California,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4,21.58
951,CA-2014-143665,2014-04-27,2014-05-02,Philisse Overcash,United States,Seattle,Washington,Paper,Strathmore Photo Mount Cards,20.34,3,9.36
952,CA-2014-143665,2014-04-27,2014-05-02,Philisse Overcash,United States,Seattle,Washington,Labels,Avery 478,39.28,8,19.25
953,CA-2014-137428,2014-12-17,2014-12-22,Andy Yotov,United States,Oceanside,California,Chairs,"Global Deluxe Stacking Chair, Gray",81.57,2,9.18
954,CA-2014-137428,2014-12-17,2014-12-22,Andy Yotov,United States,Oceanside,California,Chairs,"Global Value Steno Chair, Gray",97.18,2,6.07
955,CA-2014-137428,2014-12-17,2014-12-22,Andy Yotov,United States,Oceanside,California,Binders,Prestige Round Ring Binders,24.32,5,8.21
956,CA-2014-137428,2014-12-17,2014-12-22,Andy Yotov,United States,Oceanside,California,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2,7.58
957,CA-2011-131310,2011-07-12,2011-07-18,Clay Ludtke,United States,Seattle,Washington,Chairs,"Safco Chair Connectors, 6/Carton",123.14,4,13.85
958,CA-2011-131310,2011-07-12,2011-07-18,Clay Ludtke,United States,Seattle,Washington,Binders,Self-Adhesive Ring Binder Labels,11.26,4,3.8
959,US-2011-112872,2011-12-06,2011-12-11,Ryan Crowe,United States,Springfield,Oregon,Storage,File Shuttle I and Handi-File,53.42,3,4.67
960,US-2011-112872,2011-12-06,2011-12-11,Ryan Crowe,United States,Springfield,Oregon,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1,-170.8
961,CA-2013-139010,2013-02-21,2013-02-26,Matthew Clasen,United States,Los Angeles,California,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0.78
962,CA-2013-139010,2013-02-21,2013-02-26,Matthew Clasen,United States,Los Angeles,California,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4,6.5
963,CA-2013-139010,2013-02-21,2013-02-26,Matthew Clasen,United States,Los Angeles,California,Storage,Fellowes Officeware Wire Shelving,449.15,5,8.98
964,CA-2013-139010,2013-02-21,2013-02-26,Matthew Clasen,United States,Los Angeles,California,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.25,7,10.94
965,CA-2013-112893,2013-09-10,2013-09-14,Annie Thurman,United States,Stockton,California,Binders,VariCap6 Expandable Binder,55.36,4,18.68
966,US-2011-150532,2011-07-14,2011-07-21,Philip Brown,United States,Phoenix,Arizona,Storage,Eldon Fold 'N Roll Cart System,55.92,5,6.29
967,CA-2011-130729,2011-10-24,2011-10-29,Allen Armold,United States,Rancho Cucamonga,California,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.27,3,11.14
968,CA-2014-134845,2014-04-18,2014-04-24,Sharelle Roach,United States,Louisville,Colorado,Binders,Insertable Tab Post Binder Dividers,12.03,5,-9.22
969,CA-2014-134845,2014-04-18,2014-04-24,Sharelle Roach,United States,Louisville,Colorado,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.99,5,-3399.98
970,CA-2014-134845,2014-04-18,2014-04-24,Sharelle Roach,United States,Louisville,Colorado,Binders,GBC VeloBinder Manual Binding System,21.59,2,-15.84
971,CA-2014-134845,2014-04-18,2014-04-24,Sharelle Roach,United States,Louisville,Colorado,Binders,Cardinal Holdit Business Card Pockets,8.96,6,-6.57
972,CA-2014-134845,2014-04-18,2014-04-24,Sharelle Roach,United States,Louisville,Colorado,Paper,Xerox 225,20.74,4,7.26
973,CA-2012-123568,2012-11-08,2012-11-14,Sanjit Chand,United States,West Jordan,Utah,Fasteners,Alliance Rubber Bands,5.04,3,0.2
974,CA-2012-123568,2012-11-08,2012-11-14,Sanjit Chand,United States,West Jordan,Utah,Paper,Xerox 1988,92.94,3,41.82
975,CA-2012-123568,2012-11-08,2012-11-14,Sanjit Chand,United States,West Jordan,Utah,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3,22.01
976,CA-2012-123568,2012-11-08,2012-11-14,Sanjit Chand,United States,West Jordan,Utah,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,5,28.65
977,CA-2011-106719,2011-08-24,2011-08-24,Robert Barroso,United States,Billings,Montana,Binders,"SlimView Poly Binder, 3/8""",8.29,2,2.69
978,US-2013-164189,2013-03-25,2013-03-29,Dan Reichenbach,United States,Gresham,Oregon,Phones,BlackBerry Q10,403.17,4,25.2
979,US-2013-114293,2013-11-22,2013-11-27,Justin Hirsh,United States,Gresham,Oregon,Chairs,Novimex Fabric Task Chair,195.14,4,-12.2
980,CA-2014-101749,2014-10-04,2014-10-09,Aaron Smayling,United States,Pasadena,California,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.29,3,-6.42
981,CA-2014-149559,2014-09-12,2014-09-13,Karen Ferguson,United States,Long Beach,California,Paper,Xerox 1996,12.96,2,6.22
982,CA-2014-149559,2014-09-12,2014-09-13,Karen Ferguson,United States,Long Beach,California,Envelopes,#10 Self-Seal White Envelopes,22.18,2,10.87
983,CA-2014-149559,2014-09-12,2014-09-13,Karen Ferguson,United States,Long Beach,California,Chairs,Hon Pagoda Stacking Chairs,2054.27,8,256.78
984,CA-2011-137351,2011-09-30,2011-10-04,Doug Bickford,United States,Seattle,Washington,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.18,7,13.49
985,US-2014-148054,2014-10-07,2014-10-12,Nick Zandusky,United States,Meridian,Idaho,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2,2.94
986,US-2014-148054,2014-10-07,2014-10-12,Nick Zandusky,United States,Meridian,Idaho,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84,4,66.07
987,US-2014-148054,2014-10-07,2014-10-12,Nick Zandusky,United States,Meridian,Idaho,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,18.21
988,CA-2014-131492,2014-10-20,2014-10-25,Hilary Holden,United States,San Francisco,California,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,4.3
989,CA-2014-131492,2014-10-20,2014-10-25,Hilary Holden,United States,San Francisco,California,Labels,Avery 518,31.5,10,15.12
990,CA-2014-131492,2014-10-20,2014-10-25,Hilary Holden,United States,San Francisco,California,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,10.39
991,CA-2014-131492,2014-10-20,2014-10-25,Hilary Holden,United States,San Francisco,California,Tables,Anderson Hickey Conga Table Tops & Accessories,24.37,2,-3.35
992,CA-2014-106859,2014-03-14,2014-03-19,Benjamin Farhat,United States,Albuquerque,New Mexico,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,25.42
993,CA-2014-106859,2014-03-14,2014-03-19,Benjamin Farhat,United States,Albuquerque,New Mexico,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.74,8,49.26
994,CA-2014-106859,2014-03-14,2014-03-19,Benjamin Farhat,United States,Albuquerque,New Mexico,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,5,88.13
995,CA-2014-106859,2014-03-14,2014-03-19,Benjamin Farhat,United States,Albuquerque,New Mexico,Paper,Xerox 230,45.36,7,21.77
996,CA-2014-106859,2014-03-14,2014-03-19,Benjamin Farhat,United States,Albuquerque,New Mexico,Paper,Xerox 1885,288.24,6,138.36
997,CA-2013-125206,2013-01-03,2013-01-05,Lena Radford,United States,Los Angeles,California,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,28.62
998,CA-2012-126137,2012-10-03,2012-10-08,Bruce Stewart,United States,Los Angeles,California,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.67,2,18.45
999,CA-2011-104780,2011-05-21,2011-05-25,Bradley Talbott,United States,San Diego,California,Art,4009 Highlighters by Sanford,31.84,8,10.51
1000,CA-2014-101182,2014-09-05,2014-09-06,Katrina Bavinger,United States,Apple Valley,California,Paper,Xerox 220,12.96,2,6.22
1001,CA-2014-101182,2014-09-05,2014-09-06,Katrina Bavinger,United States,Apple Valley,California,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.18,3,15.11
1002,CA-2013-150350,2013-08-24,2013-08-31,Maxwell Schwartz,United States,Seattle,Washington,Machines,Okidata C331dn Printer,837.6,3,62.82
1003,CA-2013-150350,2013-08-24,2013-08-31,Maxwell Schwartz,United States,Seattle,Washington,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,63.87
1004,CA-2013-150350,2013-08-24,2013-08-31,Maxwell Schwartz,United States,Seattle,Washington,Paper,Xerox 1978,34.68,6,16.99
1005,CA-2013-150350,2013-08-24,2013-08-31,Maxwell Schwartz,United States,Seattle,Washington,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.7,6,-39.95
1006,CA-2013-150350,2013-08-24,2013-08-31,Maxwell Schwartz,United States,Seattle,Washington,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,11.21
1007,CA-2013-150350,2013-08-24,2013-08-31,Maxwell Schwartz,United States,Seattle,Washington,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.16
1008,CA-2011-136399,2011-12-16,2011-12-17,Chad Cunningham,United States,Los Angeles,California,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,14.67
1009,CA-2011-136399,2011-12-16,2011-12-17,Chad Cunningham,United States,Los Angeles,California,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,18.12
1010,CA-2011-136399,2011-12-16,2011-12-17,Chad Cunningham,United States,Los Angeles,California,Accessories,First Data FD10 PIN Pad,395.0,5,39.5
1011,CA-2011-136399,2011-12-16,2011-12-17,Chad Cunningham,United States,Los Angeles,California,Phones,GE 30524EE4,627.17,4,70.56
1012,CA-2014-131828,2014-02-12,2014-02-14,Cari Sayre,United States,Seattle,Washington,Chairs,"Global Leather and Oak Executive Chair, Black",963.14,4,108.35
1013,CA-2014-131828,2014-02-12,2014-02-14,Cari Sayre,United States,Seattle,Washington,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.78,3,7.77
1014,CA-2011-109218,2011-06-30,2011-07-03,Anthony Rawles,United States,Los Angeles,California,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,10.37
1015,US-2011-109036,2011-12-20,2011-12-25,Keith Herrera,United States,Seattle,Washington,Labels,Avery 489,31.05,3,14.9
1016,CA-2011-128986,2011-08-03,2011-08-05,Gary Hansen,United States,Glendale,Arizona,Paper,White Computer Printout Paper by Universal,93.02,3,33.72
1017,CA-2011-153969,2011-09-21,2011-09-25,Herbert Flentye,United States,San Francisco,California,Fasteners,Staples,15.56,2,7.31
1018,CA-2011-153969,2011-09-21,2011-09-25,Herbert Flentye,United States,San Francisco,California,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,36.82
1019,CA-2011-153969,2011-09-21,2011-09-25,Herbert Flentye,United States,San Francisco,California,Art,Newell 34,59.52,3,15.48
1020,CA-2011-153969,2011-09-21,2011-09-25,Herbert Flentye,United States,San Francisco,California,Paper,Xerox 1971,38.52,9,17.33
1021,CA-2011-153969,2011-09-21,2011-09-25,Herbert Flentye,United States,San Francisco,California,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.98,2,24.0
1022,CA-2011-153969,2011-09-21,2011-09-25,Herbert Flentye,United States,San Francisco,California,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,9.48
1023,US-2014-132059,2014-09-24,2014-09-30,Arthur Prichep,United States,Fort Collins,Colorado,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.59,2,-240.78
1024,US-2014-132059,2014-09-24,2014-09-30,Arthur Prichep,United States,Fort Collins,Colorado,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.98,2,0.6
1025,US-2014-146416,2014-10-21,2014-10-23,Justin Ellison,United States,Woodland,California,Labels,Avery 510,3.75,1,1.8
1026,US-2014-146416,2014-10-21,2014-10-23,Justin Ellison,United States,Woodland,California,Binders,Wilson Jones Four-Pocket Poly Binders,20.93,4,7.59
1027,CA-2012-149384,2012-07-10,2012-07-10,Eric Hoffmann,United States,Tempe,Arizona,Binders,Accohide Poly Flexible Ring Binders,3.37,3,-2.24
1028,CA-2011-158372,2011-11-10,2011-11-16,Ruben Dartt,United States,San Diego,California,Phones,Jabra SPEAK 410,601.54,8,60.15
1029,CA-2011-158372,2011-11-10,2011-11-16,Ruben Dartt,United States,San Diego,California,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,4.29
1030,CA-2011-158372,2011-11-10,2011-11-16,Ruben Dartt,United States,San Diego,California,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,11.17
1031,CA-2011-158372,2011-11-10,2011-11-16,Ruben Dartt,United States,San Diego,California,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,28.01
1032,CA-2011-158372,2011-11-10,2011-11-16,Ruben Dartt,United States,San Diego,California,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,14.9
1033,CA-2011-158372,2011-11-10,2011-11-16,Ruben Dartt,United States,San Diego,California,Labels,Avery White Multi-Purpose Labels,39.84,8,18.33
1034,CA-2013-108882,2013-01-09,2013-01-15,Laura Armstrong,United States,Fresno,California,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,118.98
1035,CA-2013-108882,2013-01-09,2013-01-15,Laura Armstrong,United States,Fresno,California,Phones,netTALK DUO VoIP Telephone Service,377.93,9,141.72
1036,CA-2014-150189,2014-07-09,2014-07-11,Vivek Gonzalez,United States,San Mateo,California,Labels,Avery 485,75.18,6,35.33
1037,CA-2011-114433,2011-05-13,2011-05-17,Naresj Patel,United States,Oakland,California,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,52.49
1038,CA-2011-108189,2011-10-02,2011-10-05,Erin Smith,United States,Tempe,Arizona,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.41,2,3.41
1039,CA-2011-108189,2011-10-02,2011-10-05,Erin Smith,United States,Tempe,Arizona,Fasteners,Staples,4.67,2,1.46
1040,CA-2011-108189,2011-10-02,2011-10-05,Erin Smith,United States,Tempe,Arizona,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,107.46
1041,CA-2011-108189,2011-10-02,2011-10-05,Erin Smith,United States,Tempe,Arizona,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.77,6,4.63
1042,CA-2011-108189,2011-10-02,2011-10-05,Erin Smith,United States,Tempe,Arizona,Supplies,Stiletto Hand Letter Openers,15.36,2,-3.26
1043,CA-2011-108189,2011-10-02,2011-10-05,Erin Smith,United States,Tempe,Arizona,Phones,Pyle PMP37LED,230.38,3,20.16
1044,CA-2011-108189,2011-10-02,2011-10-05,Erin Smith,United States,Tempe,Arizona,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,-0.09
1045,CA-2013-138933,2013-04-25,2013-04-28,Jack Lebron,United States,Riverside,California,Binders,Cardinal Holdit Business Card Pockets,3.98,1,1.39
1046,US-2014-140907,2014-12-11,2014-12-13,Ben Peterman,United States,Seattle,Washington,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,4.91
1047,US-2014-140907,2014-12-11,2014-12-13,Ben Peterman,United States,Seattle,Washington,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,38.99
1048,US-2014-140907,2014-12-11,2014-12-13,Ben Peterman,United States,Seattle,Washington,Art,Col-Erase Pencils with Erasers,18.24,3,5.29
1049,CA-2013-159730,2013-09-18,2013-09-22,Sanjit Jacobs,United States,Seattle,Washington,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.89,2,9.97
